Gol,X,Y,Campeonato,subEventoNome,idTime,idJogador,distanciaCentro,distanciaGol,Angulo
0,13,69,Espanhol,Shot,696,134249,19.0,18.407742936058185,0.2978805122246868
0,11,31,Espanhol,Shot,696,226005,19.0,16.909316958410827,0.3008128276935503
0,20,33,Espanhol,Shot,696,226005,17.0,23.72978086708767,0.27267478070201756
1,6,55,Espanhol,Shot,680,25795,5.0,7.088899773589692,0.8965302427131067
0,34,60,Espanhol,Shot,696,3538,10.0,36.28691224119242,0.19787882593349818
0,2,31,Espanhol,Shot,680,4015,19.0,12.527270253331329,0.10668777772811995
0,9,43,Espanhol,Shot,680,20823,7.0,10.488326844640188,0.621395125816287
0,12,51,Espanhol,Shot,680,25795,1.0,12.616754733290174,0.5640811317617371
0,30,31,Espanhol,Shot,680,4015,19.0,33.834486844047156,0.20105129384519793
0,25,76,Espanhol,Shot,680,112366,26.0,31.219745354502813,0.19729014895433764
0,23,36,Espanhol,Shot,696,364870,14.0,25.807605468156087,0.2645200348901634
0,13,31,Espanhol,Shot,680,70125,19.0,18.407742936058185,0.2978805122246868
0,3,31,Espanhol,Shot,680,4015,19.0,12.74539132392568,0.15348370408474826
0,11,71,Espanhol,Shot,680,20823,21.0,17.880855684222723,0.2692928913160728
0,23,36,Espanhol,Free kick shot,696,3423,14.0,25.807605468156087,0.2645200348901634
0,25,37,Espanhol,Free kick shot,680,101649,13.0,27.57652987596518,0.25174827835085867
0,7,30,Espanhol,Shot,680,4015,20.0,14.933937859787685,0.2512332492285382
0,6,63,Espanhol,Shot,680,20823,13.0,10.540042694410682,0.44102340262668716
0,7,35,Espanhol,Shot,680,25795,15.0,12.210036854981233,0.377492841312113
0,2,34,Espanhol,Shot,680,25795,16.0,10.60990103629624,0.1537759850257076
0,29,49,Espanhol,Shot,696,134249,1.0,30.45693681248986,0.23913994080948214
0,12,69,Espanhol,Shot,696,134249,19.0,17.64319982316133,0.30025973949935153
0,24,25,Espanhol,Shot,698,93000,25.0,29.985037935610485,0.2053323348595528
0,7,28,Espanhol,Shot,698,4131,22.0,16.078323917622757,0.21606882460132645
0,5,31,Espanhol,Shot,683,116283,19.0,13.419575254083117,0.22658931818991998
0,28,34,Espanhol,Shot,683,3705,16.0,31.185252925060585,0.22072390870195313
0,19,33,Espanhol,Shot,698,344140,17.0,22.805810663074443,0.280596899650947
0,29,46,Espanhol,Free kick shot,698,93000,4.0,30.560800054972383,0.23755506062180354
0,4,38,Espanhol,Shot,683,116283,12.0,8.85889383614004,0.44130133603682115
0,4,62,Espanhol,Shot,683,37836,12.0,8.85889383614004,0.44130133603682115
1,9,53,Espanhol,Penalty,698,25577,3.0,9.649093221645233,0.7147531635553958
0,30,36,Espanhol,Shot,698,25888,14.0,32.788107600165034,0.2138658548659214
0,27,73,Espanhol,Shot,698,3856,23.0,32.05035101211842,0.20190227402910502
0,10,38,Espanhol,Shot,683,105616,12.0,13.080137613954985,0.45351561115002464
0,12,46,Espanhol,Shot,698,250805,4.0,12.86545762886031,0.545034060148062
0,10,29,Espanhol,Shot,698,25577,21.0,17.22128044019956,0.26503529037733264
0,6,49,Espanhol,counter_attack,687,40770,1.0,6.333442981506978,1.045705620550453
0,21,67,Espanhol,Shot,687,261127,17.0,24.663839928121494,0.2649341916005127
0,21,35,Espanhol,Shot,687,40770,15.0,24.10943798598383,0.27692764027077
0,20,29,Espanhol,Shot,676,3353,21.0,25.046406927940783,0.24534391562807015
0,11,28,Espanhol,Shot,676,3269,22.0,18.381852463775246,0.2548783522683089
0,27,27,Espanhol,Free kick shot,676,7972,23.0,32.05035101211842,0.20190227402910502
0,11,52,Espanhol,Shot,676,3341,2.0,11.622929923216434,0.6071775870131543
0,10,59,Espanhol,Shot,676,7972,9.0,12.019671376539376,0.5303396409372801
0,10,50,Espanhol,Shot,687,355599,0.0,10.5,0.6708031670148004
0,18,59,Espanhol,Shot,687,40770,9.0,19.784653143282544,0.35082550307332194
0,23,26,Espanhol,Free kick shot,687,40770,24.0,28.75034782398293,0.21405861588577846
0,27,65,Espanhol,Shot,687,355599,15.0,29.979743161007903,0.2302290724111087
1,24,38,Espanhol,Shot,676,3802,12.0,26.37953752437673,0.26397568086184464
0,33,56,Espanhol,Shot,687,3282,6.0,34.868789769649304,0.20788910423711487
0,16,71,Espanhol,Shot,676,3476,21.0,21.646304534492717,0.2638775631713452
0,14,56,Espanhol,Shot,676,3341,6.0,15.20855022676389,0.45868567606362104
0,21,46,Espanhol,Shot,687,3576,4.0,22.20275883758593,0.3246572898667033
0,27,72,Espanhol,Shot,687,3676,22.0,31.752362116856755,0.20565402701315313
0,15,66,Espanhol,Shot,687,3576,16.0,18.873857581321314,0.3244111338463663
0,21,64,Frances,Shot,3766,142755,14.0,23.853982895944235,0.28271739483462277
0,13,72,Espanhol,Shot,687,3828,22.0,19.768978223469215,0.2588043844534658
0,5,34,Espanhol,Shot,756,5147,16.0,11.65,0.3043948372634069
0,26,50,Espanhol,Shot,756,5147,0.0,27.3,0.26654253461972943
1,6,52,Espanhol,Shot,756,3714,2.0,6.432728814430155,1.025372627090774
0,16,34,Espanhol,Shot,714,228902,16.0,19.75854245636555,0.3153100776120756
1,10,49,Espanhol,Penalty,714,228902,1.0,10.520099809412457,0.6686847657975241
0,27,21,Espanhol,Free kick shot,714,3970,29.0,34.044749962365714,0.17919615358514598
0,9,72,Espanhol,Shot,756,5147,22.0,17.14037630858786,0.2418706622612818
0,10,33,Ingles,Shot,1673,14796,17.0,15.243113199081087,0.33759032764216496
0,0,36,Espanhol,Shot,756,4360,14.0,9.1,0.0
0,22,50,Espanhol,Shot,714,424624,0.0,23.1,0.31427070504979715
0,28,46,Espanhol,Shot,714,4362,4.0,29.514742079171214,0.24583096955691364
0,22,28,Espanhol,Shot,714,287003,22.0,27.167995877502634,0.22922448282251776
1,8,61,Espanhol,Shot,756,3714,11.0,11.030979104322517,0.5164252962426095
0,22,55,Espanhol,Shot,714,228902,5.0,23.327505224519832,0.30840934692148025
0,12,64,Espanhol,Shot,714,234527,14.0,15.542522317822161,0.3841365349484985
0,32,27,Espanhol,Shot,756,6210,23.0,36.775841254823796,0.1816495067132299
0,29,48,Espanhol,Shot,756,5147,2.0,30.477737776941385,0.23882130747035027
0,11,48,Espanhol,Shot,756,5147,2.0,11.622929923216434,0.6071775870131543
0,21,75,Espanhol,Shot,714,234527,25.0,27.39096566388268,0.21563719358950292
0,7,30,Espanhol,Shot,714,489417,20.0,14.933937859787685,0.2512332492285382
0,17,68,Espanhol,Shot,756,3287,18.0,21.342738812064397,0.2873574896602006
0,19,50,Espanhol,Shot,674,3286,0.0,19.95,0.3628820200689473
0,23,27,Espanhol,Shot,674,4892,23.0,28.402904781025477,0.2192485398652715
0,28,51,Espanhol,Shot,674,237034,1.0,29.40718449630974,0.24758725636527962
0,13,38,Espanhol,Shot,674,70129,12.0,15.721402609182173,0.40392351097823914
0,11,26,Espanhol,Shot,674,70129,24.0,19.41037093926852,0.2286064737784988
1,9,60,Espanhol,Shot,674,22202,10.0,11.469633821530659,0.5296462355461417
0,19,22,Espanhol,Shot,677,239843,28.0,27.004490367344463,0.20124039128196763
0,14,62,Espanhol,Shot,674,70129,12.0,16.641213898030394,0.3876504547249745
0,23,50,Espanhol,Shot,674,3286,0.0,24.15,0.3008164530703536
0,7,35,Espanhol,Shot,674,70129,15.0,12.210036854981233,0.377492841312113
0,19,46,Espanhol,Shot,674,237034,4.0,20.118710197226857,0.35713754220508825
0,12,69,Espanhol,Shot,674,70112,19.0,17.64319982316133,0.30025973949935153
0,6,27,Espanhol,Shot,674,70129,23.0,16.223208683857827,0.1825584951951526
0,13,51,Espanhol,Shot,677,4440,1.0,13.665467427058616,0.5228832076788991
0,15,35,Espanhol,Shot,674,250885,15.0,18.523633552842703,0.3363632929170542
0,29,24,Espanhol,Shot,674,237034,26.0,34.82545764236272,0.18373930376192424
0,14,44,Espanhol,Shot,677,3451,6.0,15.20855022676389,0.45868567606362104
1,11,63,Espanhol,Shot,674,237034,13.0,14.311009747743169,0.415932290325356
1,10,43,Espanhol,Shot,677,105541,7.0,11.44344790699027,0.5790496767581794
0,14,60,Espanhol,Shot,677,56025,10.0,16.072958657322552,0.413920005768173
0,13,52,Ingles,Shot,1644,8903,2.0,13.711765021323842,0.5197369931737656
0,27,50,Espanhol,Shot,674,265864,0.0,28.35,0.25678076017614215
0,12,38,Espanhol,Shot,677,3451,12.0,14.818906842274163,0.42059329168604304
0,8,40,Espanhol,Shot,677,3325,10.0,10.621205204683694,0.5539129060969811
0,6,53,Espanhol,Shot,677,4440,3.0,6.594884381094182,0.9925712015286787
0,11,73,Espanhol,Shot,677,3325,23.0,18.891929493834134,0.24132760305939444
0,13,72,Espanhol,Shot,674,372752,22.0,19.768978223469215,0.2588043844534658
0,8,65,Espanhol,Shot,679,7908,15.0,12.86944054728099,0.3838839963626258
0,20,58,Espanhol,Shot,679,4488,8.0,21.634232133357543,0.3260437354536846
0,22,25,Espanhol,Shot,701,3843,25.0,28.24309650162319,0.21235189510227193
0,13,58,Espanhol,Shot,701,212644,8.0,14.606933285258751,0.46338573138626593
0,25,70,Espanhol,Free kick shot,679,4488,20.0,29.292703869735206,0.22367950828689226
0,6,40,Espanhol,Shot,679,7908,10.0,9.052071586106685,0.5922299939879683
0,25,60,Espanhol,Shot,701,3843,10.0,27.04279016669693,0.26151962090499054
1,9,40,Espanhol,Shot,701,3874,10.0,11.469633821530659,0.5296462355461417
1,9,60,Espanhol,Shot,679,7908,10.0,11.469633821530659,0.5296462355461417
0,15,29,Espanhol,Shot,679,3443,21.0,20.841904903343167,0.26730128701024414
0,10,73,Espanhol,Shot,701,279555,23.0,18.268894328885914,0.235469255366503
0,11,31,Espanhol,Shot,701,3843,19.0,16.909316958410827,0.3008128276935503
0,11,66,Espanhol,Shot,701,279555,16.0,15.542281042369552,0.3548588071854964
0,8,47,Espanhol,Shot,701,3874,3.0,8.623369411082885,0.7896535819599936
0,27,73,Espanhol,Shot,701,279555,23.0,32.05035101211842,0.20190227402910502
1,10,61,Espanhol,Shot,679,7908,11.0,12.703247616259395,0.4790511315471671
0,13,78,Espanhol,Shot,701,247207,28.0,22.75,0.1956491548204385
0,7,43,Italiano,Shot,3187,21385,7.0,8.644362324659928,0.7201101384716242
0,27,50,Espanhol,Shot,701,3874,0.0,28.35,0.25678076017614215
0,8,82,Espanhol,Shot,701,247207,32.0,22.432119828495924,0.12488254236608176
0,16,56,Espanhol,Shot,701,212644,6.0,17.24673882216577,0.40856918354554417
0,26,62,Espanhol,Shot,679,3682,12.0,28.392428568194024,0.24693951612773496
0,17,52,Espanhol,Shot,712,263091,2.0,17.897276329095444,0.4024840245835908
0,4,68,Espanhol,Shot,684,3604,18.0,12.431009613060397,0.21448423646990336
0,24,31,Espanhol,Free kick shot,712,265807,19.0,28.063543967218397,0.23391253649325264
1,12,52,Espanhol,Shot,684,26038,2.0,12.666885963013955,0.5601772375647676
1,5,49,Espanhol,Shot,712,93003,1.0,5.2900850654786264,1.2079676869865599
0,57,68,Espanhol,Shot,712,4013,18.0,60.9828869437976,0.11768335237898164
0,10,43,Espanhol,Shot,712,5481,7.0,11.44344790699027,0.5790496767581794
0,24,35,Espanhol,Shot,684,346195,15.0,27.02040895323385,0.25190974809159156
0,20,33,Espanhol,Shot,684,364820,17.0,23.72978086708767,0.27267478070201756
0,19,49,Espanhol,Shot,684,364820,1.0,19.960586163737776,0.3625178205706539
0,3,46,Espanhol,Shot,684,364820,4.0,4.084421623681865,1.429201045967813
1,12,41,Espanhol,Shot,712,265807,9.0,13.891814136389819,0.4744514361613353
0,28,37,Espanhol,Shot,684,247219,13.0,30.590235370130774,0.22922068144197508
0,11,66,Espanhol,Shot,684,26038,16.0,15.542281042369552,0.3548588071854964
0,32,35,Ingles,Free kick shot,1624,8945,15.0,34.9860329274412,0.20043299093760797
0,17,62,Espanhol,Shot,684,26038,12.0,19.479797226870716,0.3428393688609002
1,16,33,Espanhol,Shot,712,32968,17.0,20.108269443191773,0.304759894270646
0,12,69,Espanhol,Shot,684,372753,19.0,17.64319982316133,0.30025973949935153
0,25,41,Espanhol,Shot,684,3335,9.0,26.893958429357326,0.2643417647555585
0,18,35,Espanhol,Shot,684,247212,15.0,21.266699320769078,0.3053717793740013
0,19,43,Espanhol,Shot,684,247219,7.0,20.462282375140852,0.3458233703036783
0,10,61,Espanhol,Shot,684,3335,11.0,12.703247616259395,0.4790511315471671
0,14,42,Espanhol,Shot,712,32968,8.0,15.592626462530292,0.4380367459389602
0,24,56,Espanhol,Shot,684,3571,6.0,25.5,0.28193327288425424
0,12,70,Espanhol,Shot,682,274435,20.0,18.10414317221337,0.28538343785592213
0,25,31,Espanhol,Shot,675,3306,19.0,29.01008445351375,0.22797859744767013
0,28,27,Espanhol,Shot,675,3322,23.0,32.982760648557,0.1976770968508856
1,14,48,Espanhol,Shot,675,8278,2.0,14.757371039585607,0.48460536525591696
0,26,38,Espanhol,Shot,675,3322,12.0,28.392428568194024,0.24693951612773496
0,20,34,Espanhol,Shot,682,20623,16.0,23.434163095788165,0.27941139649080066
0,22,61,Espanhol,Shot,682,274435,11.0,24.181242730678672,0.2877448652568952
0,26,35,Espanhol,Shot,675,40756,15.0,28.988834057271088,0.23710666262431482
0,23,65,Espanhol,Shot,682,399676,15.0,26.043905237118338,0.2598638838801138
1,7,48,Espanhol,Shot,675,3322,2.0,7.464080653369174,0.9043227873413638
0,12,59,Espanhol,Shot,675,8287,9.0,13.891814136389819,0.4744514361613353
0,13,50,Ingles,Shot,1646,8980,0.0,13.65,0.5239396375264456
0,10,66,Espanhol,Shot,675,3322,16.0,14.778700890132395,0.35868342997638314
0,21,66,Espanhol,Shot,675,14723,16.0,24.379550857224586,0.2709888852947542
0,21,23,Espanhol,Free kick shot,682,22578,27.0,28.181642961332116,0.20384508378694133
0,33,46,Espanhol,Shot,682,364860,4.0,34.74740997542119,0.2093179057639233
0,10,82,Espanhol,Shot,675,3563,32.0,23.3,0.14415052081001242
0,25,30,Espanhol,Free kick shot,682,274435,20.0,29.292703869735206,0.22367950828689226
0,26,72,Espanhol,Shot,675,4501,22.0,30.818500936937216,0.2102581673068978
1,12,29,Espanhol,Shot,682,267134,21.0,18.57639631360184,0.2712176259591417
0,12,70,Espanhol,Shot,675,3321,20.0,18.10414317221337,0.28538343785592213
0,7,66,Espanhol,Shot,682,267134,16.0,12.735089320456296,0.34697519319792164
0,10,32,Espanhol,Shot,682,267134,18.0,15.720687007888682,0.3176837118199129
1,8,25,Espanhol,Shot,682,134174,25.0,18.29268979674668,0.1891283495538501
0,8,83,Espanhol,Free kick shot,682,134174,33.0,23.036112953360856,0.1183157404420048
0,18,30,Espanhol,Shot,675,3321,20.0,22.939267643061317,0.263508463991348
0,12,43,Espanhol,Shot,675,4498,7.0,13.396361446303246,0.5069724665686698
0,20,41,Italiano,Shot,3172,21077,9.0,21.799598620158125,0.3213172775937744
0,5,33,Italiano,Shot,3158,8327,17.0,12.23376475170256,0.2748761318721257
1,6,57,Frances,Shot,3799,256992,7.0,7.771261158911081,0.7759378875324093
0,9,62,Italiano,Shot,3158,23149,12.0,12.253264871045593,0.4683200303619614
0,14,26,Italiano,Shot,3172,295176,24.0,21.4347848134755,0.23671253284616733
0,26,60,Italiano,Shot,3172,246175,10.0,28.063143088399777,0.25262306464739315
0,13,40,Italiano,Shot,3172,21620,10.0,15.11861435449691,0.4347254180747608
0,9,32,Italiano,Shot,3172,246175,18.0,15.039697470361562,0.3142956852066102
1,21,68,Italiano,Free kick shot,3158,8306,18.0,24.961820847045594,0.25879487048867217
0,25,61,Italiano,Shot,3158,8327,11.0,27.206341172601654,0.2584681483042706
0,20,42,Italiano,Free kick shot,3172,21077,8.0,21.634232133357543,0.3260437354536846
0,33,58,Italiano,Shot,3172,21620,8.0,35.03801506935003,0.20592078167928088
0,12,51,Italiano,Shot,3172,246175,1.0,12.616754733290174,0.5640811317617371
0,8,37,Italiano,Shot,3158,8327,13.0,11.914801718870523,0.44610227378018025
0,29,66,Italiano,Shot,3172,20820,16.0,32.177049274288656,0.2147401187931269
0,19,34,Italiano,Shot,3172,21077,16.0,22.49805547152909,0.28810953405214074
0,25,54,Italiano,Shot,3172,20820,4.0,26.378447641967107,0.2744626900813109
0,3,54,Italiano,Shot,3172,20820,4.0,4.084421623681865,1.429201045967813
0,11,67,Italiano,Shot,3172,20820,17.0,15.984523765192382,0.33596709169430355
0,12,42,Italiano,Shot,3172,20841,8.0,13.63084736911099,0.4912343711700846
0,8,36,Italiano,Shot,3166,259292,14.0,12.384264209067894,0.41390377024114655
0,27,58,Ingles,Shot,1609,7870,8.0,28.822950924567042,0.2486373002536444
0,23,59,Italiano,Shot,3166,21123,9.0,24.848440594934726,0.28470459738532766
0,25,59,Italiano,Shot,3185,20812,9.0,26.893958429357326,0.2643417647555585
0,3,62,Italiano,Shot,3166,259292,12.0,8.412044935685971,0.38217689414903444
0,22,40,Italiano,Shot,3166,21123,10.0,23.997083156083782,0.29203194868912696
1,11,35,Italiano,Shot,3166,259292,15.0,15.115058716392735,0.37455292140405577
0,7,72,Italiano,Shot,3166,21123,22.0,16.078323917622757,0.21606882460132645
1,23,54,Italiano,Shot,3185,20941,4.0,24.28955536851179,0.297495169973793
0,24,67,Italiano,Shot,3185,8148,17.0,27.516222487834334,0.2431141328477867
0,27,77,Italiano,Shot,3185,20941,27.0,33.34254039511687,0.18674188336675349
0,30,55,Italiano,Free kick shot,3185,20941,5.0,31.66721490753489,0.22895975327112925
0,11,63,Italiano,Shot,3166,20796,13.0,14.311009747743169,0.415932290325356
0,24,36,Italiano,Shot,3166,90268,14.0,26.79272289260649,0.2561036095715717
0,21,60,Italiano,Shot,3185,8148,10.0,22.98809474488915,0.3036819004236065
0,28,35,Italiano,Free kick shot,3185,20941,15.0,30.974546001515503,0.22367951468861655
0,6,29,Italiano,Shot,3166,259292,21.0,15.03371211644017,0.21358878179238977
0,19,34,Italiano,Shot,3166,259292,16.0,22.49805547152909,0.28810953405214074
0,23,30,Italiano,Shot,3166,90268,20.0,27.426674971640292,0.23485320035665017
0,26,61,Italiano,Shot,3166,295273,11.0,28.220781349920134,0.2498788557129568
1,11,49,Italiano,Penalty,3157,285109,1.0,11.568275584545868,0.612092356355344
0,6,63,Italiano,Shot,3157,20449,13.0,10.540042694410682,0.44102340262668716
0,30,19,Italiano,Shot,3157,15524,31.0,37.39348205235773,0.1649851029497028
1,3,53,Italiano,Shot,3157,351010,3.0,3.704726710568541,1.5565115842075001
0,9,59,Italiano,Shot,3157,285109,9.0,11.114180131705622,0.5608366482848695
1,9,39,Italiano,Shot,3157,11063,11.0,11.850105484762572,0.49865017428260083
0,28,48,Italiano,Free kick shot,3157,11063,2.0,29.42872746144488,0.24723403529212207
0,25,29,Italiano,Shot,3157,286226,21.0,29.58690588757128,0.21932861969506806
0,17,45,Italiano,Shot,3157,20449,5.0,18.14345612059621,0.39231452383640797
0,27,58,Italiano,Shot,3157,11063,8.0,28.822950924567042,0.2486373002536444
0,9,65,Italiano,Shot,3157,134419,15.0,13.578107379160027,0.3844644915514975
0,4,35,Italiano,Shot,3157,351010,15.0,10.616143367532297,0.30022768467042926
0,13,48,Italiano,Shot,3157,285109,2.0,13.711765021323842,0.5197369931737656
0,8,31,Italiano,Shot,3157,135927,19.0,14.935946571945147,0.2852409034330836
1,10,50,Frances,Penalty,3766,28115,0.0,10.5,0.6708031670148004
0,11,59,Italiano,Shot,3157,239294,9.0,12.947007376224052,0.5014474542557615
0,24,70,Italiano,Shot,3157,285109,20.0,28.35559909435877,0.22920831127383148
0,10,45,Italiano,Shot,3157,135927,5.0,10.991473968490304,0.6210728310993445
0,9,57,Italiano,Shot,3157,135927,7.0,10.488326844640188,0.621395125816287
0,12,47,Italiano,Shot,3197,69513,3.0,12.75,0.5537770359226951
0,24,57,Italiano,Free kick shot,3157,15524,7.0,25.607469613376484,0.27964677433052354
0,20,53,Italiano,Free kick shot,3197,20815,3.0,21.090341391262495,0.34229622548457433
0,16,49,Italiano,Shot,3187,21385,1.0,16.812569702457743,0.428417211508841
0,14,26,Italiano,Shot,3187,21385,24.0,21.4347848134755,0.23671253284616733
0,17,34,Italiano,Shot,3187,21385,16.0,20.658714868064763,0.3061401026557032
0,25,58,Italiano,Shot,3187,21171,8.0,26.760091554402425,0.26691773044226424
0,9,70,Italiano,Shot,3194,22381,20.0,16.071792059381554,0.2752793134772887
0,13,64,Italiano,Shot,3187,3313,14.0,16.40525830336115,0.372468920683269
0,13,62,Italiano,Shot,3187,21385,12.0,15.721402609182173,0.40392351097823914
0,27,40,Italiano,Free kick shot,3187,21385,10.0,29.085606405918377,0.24427515281947337
0,17,32,Italiano,Shot,3187,21171,18.0,21.342738812064397,0.2873574896602006
0,10,53,Eurocopa,Shot,8731,50318,3.0,10.679536506796538,0.6521383456057817
0,5,24,Italiano,Shot,3194,20947,26.0,17.696680479683188,0.12749992296548607
0,10,30,Italiano,Shot,3187,21385,20.0,16.710774967068403,0.2814322230841747
0,12,63,Italiano,Shot,3187,99902,13.0,15.17110740849197,0.40228502943306477
0,18,37,Italiano,Shot,3187,21171,13.0,20.702958725747386,0.3216256265342819
0,12,40,Italiano,Shot,3194,20947,10.0,14.177799547179385,0.4569083224019795
0,60,24,Italiano,Shot,3194,343925,26.0,65.22737155519913,0.10830751050899437
0,18,37,Italiano,Shot,3187,99452,13.0,20.702958725747386,0.3216256265342819
0,24,48,Italiano,Shot,3187,122,2.0,25.233509466580347,0.28771963983932014
0,6,37,Italiano,Shot,3187,122,13.0,10.540042694410682,0.44102340262668716
1,10,37,Italiano,Shot,3187,25849,13.0,13.477852202780678,0.4284956183822145
0,31,39,Italiano,Shot,3187,374013,11.0,33.32604086896612,0.21383255091155703
0,26,65,Italiano,Free kick shot,3187,122,15.0,28.988834057271088,0.23710666262431482
0,28,65,Italiano,Shot,3194,343925,15.0,30.974546001515503,0.22367951468861655
0,7,30,Italiano,Shot,3187,21385,20.0,14.933937859787685,0.2512332492285382
0,12,33,Italiano,Shot,3187,21385,17.0,16.758952831248138,0.33206626567067177
1,10,51,Italiano,Penalty,3194,20536,1.0,10.520099809412457,0.6686847657975241
0,12,29,Eurocopa,Shot,8731,22323,21.0,18.57639631360184,0.2712176259591417
1,11,49,Italiano,Penalty,3161,206314,1.0,11.568275584545868,0.612092356355344
0,14,49,Italiano,Shot,3161,116349,1.0,14.71436373072244,0.48717423374771535
0,26,29,Italiano,Shot,3161,116349,21.0,30.52232789287213,0.21429322993676256
0,12,24,Italiano,Shot,3161,14812,26.0,21.080085388821363,0.21082786407246729
1,11,51,Italiano,Shot,3161,206314,1.0,11.568275584545868,0.612092356355344
0,30,53,Italiano,Shot,3176,25541,3.0,31.560299428237368,0.23047982581632215
0,13,39,Italiano,Shot,3161,69968,11.0,15.409250468468608,0.41949264517163204
0,15,71,Italiano,Shot,3176,338249,21.0,20.841904903343167,0.26730128701024414
0,22,30,Italiano,Shot,3176,116225,20.0,26.506791582535975,0.24058818508984728
0,24,46,Italiano,Shot,3161,20556,4.0,25.33377192602791,0.28552288536522863
0,22,72,Italiano,Shot,3176,338249,22.0,27.167995877502634,0.22922448282251776
0,5,64,Italiano,Shot,3161,206314,14.0,10.505831713862543,0.37729531977152453
0,25,56,Italiano,Shot,3176,116170,6.0,26.538132941109478,0.271268985883801
0,20,35,Italiano,Shot,3161,14812,15.0,23.153023560649697,0.2860416529651169
0,24,50,Italiano,Shot,3176,3710,0.0,25.2,0.28845921237714006
0,13,74,Italiano,Shot,3161,20556,24.0,20.728784334832568,0.2355657499255266
0,6,68,Italiano,Shot,3161,241676,18.0,13.28834075421006,0.2754185537241036
0,15,70,Italiano,Shot,3176,338249,20.0,20.422108118409323,0.2782002560871615
0,20,69,Italiano,Shot,3176,25541,19.0,24.36231721327017,0.25902377958115674
0,17,69,Italiano,Shot,3176,25541,19.0,21.705874780805313,0.2780501185162574
1,4,43,Italiano,Shot,3161,14812,7.0,6.192132104533947,0.8891188201608188
0,29,46,Italiano,Shot,3176,3710,4.0,30.560800054972383,0.23755506062180354
0,8,51,Italiano,Shot,3161,206314,1.0,8.425111275229545,0.8181481818662021
0,26,63,Italiano,Free kick shot,3176,116170,13.0,28.577832318074794,0.24382048237694218
0,25,22,Italiano,Free kick shot,3159,20443,28.0,31.942174315472013,0.188564779996811
0,24,47,Italiano,Shot,3159,89186,3.0,25.275333825688634,0.2868003435188237
0,14,35,Italiano,Shot,3173,23314,15.0,17.639515299463305,0.34677853070576053
0,7,54,Italiano,Shot,3173,220359,4.0,7.796313231265146,0.848710701766978
0,10,50,Italiano,Penalty,3173,23314,0.0,10.5,0.6708031670148004
0,29,48,Italiano,Shot,3159,3323,2.0,30.477737776941385,0.23882130747035027
0,21,72,Italiano,Free kick shot,3159,89186,22.0,26.281029279691467,0.23394553924240452
0,21,29,Italiano,Shot,3159,20470,21.0,25.933086973979787,0.2401517639532775
1,13,58,Italiano,Shot,3159,89186,8.0,14.606933285258751,0.46338573138626593
0,18,66,Italiano,Shot,3159,89186,16.0,21.572436116489023,0.2970409276906882
0,9,44,Eurocopa,Shot,8731,15449,6.0,10.223135526833241,0.6493495750213615
0,10,61,Italiano,Shot,3173,220359,11.0,12.703247616259395,0.4790511315471671
0,17,50,Italiano,Shot,3173,50073,0.0,17.85,0.40447783762626216
1,12,37,Italiano,Shot,3159,3323,13.0,15.17110740849197,0.40228502943306477
0,23,64,Italiano,Shot,3159,89186,14.0,25.807605468156087,0.2645200348901634
0,18,35,Italiano,Shot,3159,89186,15.0,21.266699320769078,0.3053717793740013
0,19,28,Italiano,Shot,3159,14943,22.0,24.545722641633514,0.2429962259943182
0,14,59,Italiano,Shot,3159,89186,9.0,15.821267332296738,0.42632836199012014
0,13,50,Italiano,Shot,3204,20448,0.0,13.65,0.5239396375264456
0,24,28,Italiano,Shot,3162,20550,22.0,28.974644087546615,0.21968215165009244
0,7,69,Alemao,Shot,2449,14989,19.0,14.37167352815948,0.27166474021544557
0,23,37,Italiano,Shot,3162,265865,13.0,25.585640504001457,0.26900391356748554
0,15,32,Italiano,Shot,3162,21384,18.0,19.620206420932476,0.30086926405421544
0,12,65,Italiano,Shot,3204,20911,15.0,15.93180780702554,0.3663043742089903
0,27,41,Italiano,Shot,3162,3484,9.0,28.947279664935703,0.24655853716809678
0,30,63,Italiano,Free kick shot,3162,3484,13.0,32.613685777599564,0.21611749418697704
0,36,57,Italiano,Shot,3162,20575,7.0,38.07285778609218,0.1903333385646255
0,13,28,Italiano,Shot,3204,20503,22.0,19.768978223469215,0.2588043844534658
0,13,36,Italiano,Shot,3162,21384,14.0,16.40525830336115,0.372468920683269
0,12,65,Italiano,Shot,3162,21350,15.0,15.93180780702554,0.3663043742089903
0,26,52,Italiano,Shot,3204,20448,2.0,27.33093485411723,0.2659570648751348
0,23,48,Italiano,Shot,3162,21384,2.0,24.18496433737292,0.2999794084650179
0,24,57,Italiano,Shot,3162,265865,7.0,25.607469613376484,0.27964677433052354
0,10,68,Italiano,Shot,3162,21384,18.0,15.720687007888682,0.3176837118199129
0,26,69,Italiano,Shot,3162,265865,19.0,29.963519486201882,0.2222206349379769
0,26,33,Italiano,Shot,3162,3484,17.0,29.4515279739439,0.22986488972463084
0,12,72,Italiano,Shot,3162,228928,22.0,19.059118552545918,0.2577648835350448
0,20,44,Italiano,Shot,3162,20561,6.0,21.359073013593076,0.33412750668460783
0,27,57,Italiano,Shot,3204,20476,7.0,28.71280202279116,0.2505002147733271
0,27,34,Italiano,Shot,3162,21384,16.0,30.197392271519078,0.22698785233621196
0,9,50,Italiano,Shot,3204,20503,0.0,9.45,0.7390235358439742
