Gol,X,Y,Campeonato,subEventoNome,idTime,idJogador,distanciaCentro,distanciaGol,Angulo
1,13,56,Alemao,Shot,2447,15024,6.0,14.196214284097012,0.4882107094937715
0,7,46,Alemao,Shot,2443,14696,4.0,7.796313231265146,0.848710701766978
0,11,63,Alemao,Shot,2443,16025,13.0,14.311009747743169,0.415932290325356
0,19,38,Alemao,Free kick shot,2443,239191,12.0,21.420609235033442,0.31679577481592847
0,16,46,Alemao,Shot,2443,239191,4.0,17.0,0.4196933376909174
0,15,46,Alemao,Shot,2447,15024,4.0,15.96316071459534,0.4455153283895856
1,11,54,Alemao,Shot,2443,55990,4.0,11.839024453053554,0.588192267514254
0,3,68,Alemao,Shot,2443,14696,18.0,12.116620816052635,0.17113615211706518
0,18,45,Alemao,Shot,2443,16025,5.0,19.17739554788397,0.3722014026013878
0,11,61,Alemao,Shot,2443,272440,11.0,13.583997938751317,0.458874034466134
0,29,55,Alemao,Shot,2443,272440,5.0,30.62294891090667,0.23661398790853166
0,16,52,Alemao,Shot,2443,272440,2.0,16.85022255045909,0.426645316659641
0,19,53,Alemao,Shot,2447,14789,3.0,20.04507420789457,0.3596291964810334
0,11,76,Alemao,Shot,2447,15024,26.0,20.469794820661978,0.2054957580229888
0,14,42,Alemao,Shot,2447,297957,8.0,15.592626462530292,0.4380367459389602
0,17,51,Alemao,Shot,2443,16025,1.0,17.86183081321733,0.40397763645873547
0,10,71,Alemao,Shot,2447,14789,21.0,17.22128044019956,0.26503529037733264
0,10,56,Alemao,Shot,2447,105622,6.0,11.200892821556682,0.6011698894359486
0,25,39,Alemao,Shot,2447,297957,11.0,27.206341172601654,0.2584681483042706
0,20,74,Alemao,Shot,2447,14687,24.0,26.16027522790997,0.22521634946408495
0,15,72,Alemao,Shot,2447,15024,22.0,21.27328136419015,0.25673243195727585
0,6,51,Alemao,Shot,2454,15107,1.0,6.333442981506978,1.045705620550453
0,10,43,Alemao,Shot,2449,64995,7.0,11.44344790699027,0.5790496767581794
0,12,57,Alemao,Shot,2454,236528,7.0,13.396361446303246,0.5069724665686698
0,12,65,Alemao,Shot,2449,64995,15.0,15.93180780702554,0.3663043742089903
0,15,55,Alemao,Shot,2449,235606,5.0,16.08182203607539,0.4394683699579318
1,6,44,Alemao,Shot,2454,15107,6.0,7.409453421137082,0.83798122500839
0,13,51,Alemao,Shot,2454,14838,1.0,13.665467427058616,0.5228832076788991
0,11,76,Alemao,Shot,2454,236528,26.0,20.469794820661978,0.2054957580229888
0,27,61,Alemao,Shot,2454,404219,11.0,29.237732470217317,0.24179916535256413
0,14,26,Alemao,Shot,2449,105378,24.0,21.4347848134755,0.23671253284616733
1,11,48,Alemao,Penalty,2449,14989,2.0,11.622929923216434,0.6071775870131543
0,24,31,Alemao,Shot,2454,25622,19.0,28.063543967218397,0.23391253649325264
0,12,54,Alemao,Shot,2454,25622,4.0,12.86545762886031,0.545034060148062
0,13,76,Alemao,Shot,2449,64995,26.0,21.724007457188925,0.21455222164946441
0,21,47,Alemao,Shot,2454,15107,3.0,22.136056559378414,0.3265320893929211
0,9,64,Alemao,Shot,2449,105378,14.0,13.119165369793917,0.41101006673332774
0,23,50,Alemao,Shot,2449,14989,0.0,24.15,0.3008164530703536
0,7,80,Alemao,Shot,2454,236528,30.0,20.83920583899492,0.1271435315299231
0,7,48,Alemao,Shot,2449,134387,2.0,7.464080653369174,0.9043227873413638
0,2,37,Alemao,Shot,2454,25622,13.0,8.707037383633999,0.24147391818800512
0,22,68,Alemao,Shot,2445,14731,18.0,25.894014752448104,0.25186453602476694
0,11,48,Alemao,Penalty,2446,86489,2.0,11.622929923216434,0.6071775870131543
0,22,31,Alemao,Shot,2445,224971,19.0,26.194131022043848,0.2462482602502879
0,28,62,Alemao,Free kick shot,2445,224971,12.0,30.41710045352778,0.23178243711250054
0,22,60,Alemao,Shot,2446,14786,10.0,23.997083156083782,0.29203194868912696
0,13,63,Alemao,Shot,2446,14781,13.0,16.05381574579701,0.3881962225284794
0,24,21,Alemao,Shot,2446,388267,29.0,31.47002542102564,0.18661600458229213
0,13,45,Alemao,Shot,2446,14781,5.0,14.031571544199888,0.49864447723339733
0,23,38,Alemao,Shot,2446,89559,12.0,25.378386473532945,0.27328991142302966
0,7,37,Alemao,Shot,2446,388267,13.0,11.19933033712284,0.44772227561121114
0,9,29,Alemao,Shot,2446,388267,21.0,16.60195771588399,0.2579165948692716
0,21,61,Alemao,Shot,2446,89559,11.0,23.180271784429102,0.2988423003378373
0,10,45,Alemao,Shot,2446,15231,5.0,10.991473968490304,0.6210728310993445
0,18,50,Alemao,Shot,2446,425925,0.0,18.9,0.38256633307158344
0,12,61,Alemao,Shot,2446,14786,11.0,14.487322043773307,0.4388737084624515
1,10,62,Alemao,counter_attack,2445,14754,12.0,13.080137613954985,0.45351561115002464
0,22,26,Alemao,Shot,2446,388267,24.0,27.87418160233588,0.21793100716394867
0,18,57,Alemao,Shot,2446,86489,7.0,19.43997170779834,0.36274320659889703
0,3,40,Alemao,Shot,2446,146583,10.0,7.223053370978232,0.536463366670397
0,7,35,Alemao,Shot,2975,173214,15.0,12.210036854981233,0.377492841312113
0,13,56,Alemao,Shot,2975,289711,6.0,14.196214284097012,0.4882107094937715
1,10,50,Alemao,Penalty,2460,86517,0.0,10.5,0.6708031670148004
0,14,64,Alemao,Shot,2460,391425,14.0,17.288724649319857,0.3604273826581395
0,18,76,Alemao,Shot,2460,15178,26.0,25.353895164254347,0.21636031343833936
0,28,39,Alemao,Shot,2460,391425,11.0,30.256941352357476,0.23418941262179635
0,11,46,Alemao,Shot,2975,56274,4.0,11.839024453053554,0.588192267514254
0,11,35,Alemao,Shot,2975,289711,15.0,15.115058716392735,0.37455292140405577
0,22,65,Alemao,Shot,2460,228980,15.0,25.07334241779504,0.26820128002129745
0,21,40,Alemao,Shot,2460,228980,10.0,22.98809474488915,0.3036819004236065
0,14,45,Alemao,Shot,2460,228980,5.0,15.05498256392215,0.46730053223534024
0,14,42,Alemao,Shot,2975,16110,8.0,15.592626462530292,0.4380367459389602
0,19,47,Alemao,Shot,2460,228980,3.0,20.04507420789457,0.3596291964810334
0,24,26,Alemao,Shot,2460,224896,24.0,29.637813684548327,0.2101048828111288
0,27,36,Frances,Shot,3771,3276,14.0,29.774695632365415,0.23334456907392245
0,8,63,Alemao,Shot,2460,66654,13.0,11.914801718870523,0.44610227378018025
1,12,58,Alemao,Shot,2460,391425,8.0,13.63084736911099,0.4912343711700846
0,12,85,Alemao,Free kick shot,2450,14706,35.0,26.006201183563892,0.13824105513429696
0,4,75,Alemao,Shot,2451,134708,25.0,16.78399535271623,0.11408762238749437
0,5,53,Alemao,Shot,2451,217052,3.0,5.600446410778341,1.1334130108600122
0,16,48,Alemao,Shot,2451,1729,2.0,16.85022255045909,0.426645316659641
0,16,26,Alemao,Shot,2451,134708,24.0,22.92596780945136,0.23563163825194347
0,21,28,Alemao,Shot,2450,391606,22.0,26.281029279691467,0.23394553924240452
1,12,50,Alemao,Penalty,2450,15232,0.0,12.6,0.5653932311874568
1,8,34,Alemao,Shot,2450,14864,16.0,13.368619973654724,0.3560705838299028
0,21,29,Alemao,Free kick shot,2450,14706,21.0,25.933086973979787,0.2401517639532775
0,8,35,Alemao,Shot,2451,14938,15.0,12.86944054728099,0.3838839963626258
0,13,44,Alemao,Shot,2451,25861,6.0,14.196214284097012,0.4882107094937715
0,13,64,Alemao,Shot,2450,127796,14.0,16.40525830336115,0.372468920683269
0,8,29,Alemao,Shot,2450,143566,21.0,16.027554398597438,0.2473593957795706
0,17,40,Alemao,Shot,2451,134708,10.0,18.996644440532123,0.35967403685627447
0,12,41,Alemao,Shot,2450,449921,9.0,13.891814136389819,0.4744514361613353
0,6,28,Alemao,Shot,2450,127796,22.0,15.626259949200897,0.19722523191191269
0,9,63,Alemao,Shot,2451,134708,13.0,12.676947582127173,0.43901933687539196
0,10,50,Alemao,Penalty,2450,127796,0.0,10.5,0.6708031670148004
1,3,60,Alemao,Shot,2450,258254,10.0,7.223053370978232,0.536463366670397
1,13,52,Alemao,Shot,2460,391425,2.0,13.711765021323842,0.5197369931737656
0,12,37,Alemao,Shot,2447,15024,13.0,15.17110740849197,0.40228502943306477
0,14,59,Alemao,Shot,2447,14806,9.0,15.821267332296738,0.42632836199012014
1,5,41,Alemao,Shot,2460,94764,9.0,7.860343503944341,0.6711834202118175
1,10,49,Alemao,Shot,2447,19392,1.0,10.520099809412457,0.6686847657975241
0,12,35,Alemao,Shot,2447,297957,15.0,15.93180780702554,0.3663043742089903
0,27,28,Alemao,Shot,2460,221172,22.0,31.752362116856755,0.20565402701315313
0,4,36,Alemao,Shot,2460,235450,14.0,10.022474744293447,0.3394858385348591
0,22,65,Alemao,Shot,2447,14798,15.0,25.07334241779504,0.26820128002129745
0,9,33,Alemao,Shot,2447,15024,17.0,14.53977303811858,0.3360930094197185
0,11,35,Alemao,Shot,2447,447223,15.0,15.115058716392735,0.37455292140405577
0,12,51,Alemao,Shot,2447,14789,1.0,12.616754733290174,0.5640811317617371
0,8,71,Alemao,Shot,2451,134708,21.0,16.027554398597438,0.2473593957795706
0,12,52,Alemao,Shot,2451,284469,2.0,12.666885963013955,0.5601772375647676
0,12,39,Alemao,Shot,2451,134708,11.0,14.487322043773307,0.4388737084624515
0,10,31,Alemao,Shot,2975,406682,19.0,16.210259097250727,0.2989701177834974
0,19,53,Alemao,Shot,2975,352988,3.0,20.04507420789457,0.3596291964810334
0,27,59,Alemao,Shot,2975,16110,9.0,28.947279664935703,0.24655853716809678
1,12,40,Alemao,Shot,2975,173214,10.0,14.177799547179385,0.4569083224019795
0,21,23,Alemao,Free kick shot,2975,15810,27.0,28.181642961332116,0.20384508378694133
0,7,70,Alemao,Shot,2451,134708,20.0,14.933937859787685,0.2512332492285382
0,25,65,Alemao,Shot,2975,279780,15.0,28.002232053891703,0.2443284781658152
1,10,44,Alemao,Shot,2451,15129,6.0,11.200892821556682,0.6011698894359486
1,7,42,Alemao,Shot,2975,406682,8.0,9.003471552684553,0.6717464204924444
0,18,50,Alemao,Shot,2451,134708,0.0,18.9,0.38256633307158344
0,9,50,Alemao,Shot,2975,16110,0.0,9.45,0.7390235358439742
0,23,57,Alemao,Shot,2451,14938,7.0,24.57488555415874,0.2908650574235321
1,11,56,Alemao,Shot,2975,279780,6.0,12.190672663967318,0.5587877543959542
0,9,40,Alemao,Shot,2451,134708,10.0,11.469633821530659,0.5296462355461417
0,27,51,Alemao,Free kick shot,2975,173214,1.0,28.357450520101416,0.25664950874309495
0,12,30,Alemao,Shot,2463,16094,20.0,18.10414317221337,0.28538343785592213
0,11,22,Alemao,Shot,2463,15278,28.0,21.55556772622795,0.1852135165829653
0,11,30,Alemao,Shot,2463,15543,20.0,17.38972397710786,0.28459853384550277
0,10,59,Alemao,Shot,2463,15194,9.0,12.019671376539376,0.5303396409372801
0,11,70,Alemao,Shot,2444,15811,20.0,17.38972397710786,0.28459853384550277
0,12,27,Alemao,Shot,2444,14817,23.0,19.55153446663458,0.24501763743033989
0,24,60,Alemao,Shot,2444,14732,10.0,26.024795868555817,0.2710152135563174
0,9,55,Alemao,Shot,2444,14817,5.0,9.993247720335965,0.6747302235506376
1,4,52,Alemao,Shot,2444,70096,2.0,4.396589587396122,1.3801151693681342
1,9,44,Alemao,Shot,2444,14817,6.0,10.223135526833241,0.6493495750213615
0,18,74,Alemao,Shot,2444,15811,24.0,24.506529742091185,0.23139615280601758
0,10,50,Alemao,Shot,2444,3345,0.0,10.5,0.6708031670148004
1,6,42,Alemao,Shot,2444,209091,8.0,8.16884324736373,0.7129423086642364
0,21,70,Alemao,Shot,2463,14863,20.0,25.596923643281826,0.24637756751258405
0,9,65,Alemao,Shot,2463,91519,15.0,13.578107379160027,0.3844644915514975
0,10,65,Alemao,Shot,2463,14707,15.0,14.3287298809071,0.380925130447818
0,12,45,Alemao,Shot,2463,14707,5.0,13.012397934277908,0.5341519416725077
0,12,54,Alemao,Shot,2446,165425,4.0,12.86545762886031,0.545034060148062
0,22,69,Alemao,Shot,2446,388267,19.0,26.194131022043848,0.2462482602502879
0,3,28,Alemao,Shot,2443,65055,22.0,14.642831010429644,0.11420761785985901
0,11,43,Alemao,Shot,2446,146583,7.0,12.413903495677738,0.541048218774014
0,21,33,Frances,Shot,3785,340920,17.0,24.663839928121494,0.2649341916005127
0,25,27,Frances,Shot,3782,276944,23.0,30.20869080248265,0.2105306063250242
0,11,52,Alemao,Shot,2446,425925,2.0,11.622929923216434,0.6071775870131543
0,31,78,Alemao,Free kick shot,2446,388267,28.0,37.29266013574253,0.17129385589795754
0,28,23,Alemao,Shot,2443,391441,27.0,34.23977949695354,0.18359837989901018
0,17,54,Alemao,Shot,2446,86489,4.0,18.038361899019545,0.3966126372830685
0,23,51,Alemao,Shot,2446,89559,1.0,24.158745828374453,0.30060676755357607
0,4,71,Alemao,Shot,2453,228765,21.0,14.281544034172217,0.15995098636097377
0,21,62,Alemao,Shot,2453,15430,12.0,23.388939693795443,0.29371069986468024
0,17,43,Alemao,Shot,2453,14998,7.0,18.420776313717074,0.38127381337400035
1,4,39,Alemao,Shot,2454,25622,11.0,8.292315719990405,0.5068860882826424
0,26,65,Alemao,Free kick shot,2454,404219,15.0,28.988834057271088,0.23710666262431482
0,25,56,Alemao,Shot,2453,228765,6.0,26.538132941109478,0.271268985883801
0,11,34,Alemao,Shot,2454,50023,16.0,15.542281042369552,0.3548588071854964
0,11,65,Alemao,Shot,2454,25622,15.0,15.115058716392735,0.37455292140405577
0,13,33,Alemao,Shot,2453,14734,17.0,17.562032911938186,0.32654703564538545
0,19,50,Alemao,Shot,2453,15487,0.0,19.95,0.3628820200689473
0,9,32,Alemao,Shot,2454,404219,18.0,15.039697470361562,0.3142956852066102
0,18,34,Alemao,Shot,2453,15487,16.0,21.572436116489023,0.2970409276906882
0,15,69,Alemao,Shot,2454,50023,19.0,20.014619656640992,0.289401632596817
0,14,53,Alemao,Shot,2453,15131,3.0,14.82877270713932,0.4803789265972236
1,8,47,Alemao,Shot,2454,236528,3.0,8.623369411082885,0.7896535819599936
0,11,60,Alemao,Shot,2453,15533,10.0,13.253395791267987,0.4803553470515795
0,11,36,Alemao,Shot,2453,146569,14.0,14.704166076320002,0.39495477964297176
1,4,56,Alemao,Shot,2453,228765,6.0,5.73149195236284,1.006617039996295
1,8,58,Alemao,Shot,2454,50023,8.0,9.879271228182775,0.6307232983623592
0,19,41,Alemao,Free kick shot,2454,15107,9.0,20.790021645010377,0.3354910763529341
0,24,73,Alemao,Shot,2454,14991,23.0,29.300895890740268,0.214892555610188
0,8,28,Alemao,Shot,2453,14734,22.0,16.58463143998081,0.23080912089374037
0,10,58,Alemao,Shot,2454,18591,8.0,11.717081547894082,0.5552607966192705
0,9,43,Alemao,Shot,2454,404219,7.0,10.488326844640188,0.621395125816287
0,21,69,Alemao,Shot,2453,18670,19.0,25.27300931824305,0.25260026044017875
0,17,50,Alemao,Free kick shot,2453,228765,0.0,17.85,0.40447783762626216
0,18,58,Alemao,Shot,2454,15107,8.0,19.60229578391266,0.35706179954140777
0,11,32,Alemao,Shot,2453,15487,18.0,16.440574807469478,0.3179400488056638
0,25,56,Alemao,Free kick shot,2453,216074,6.0,26.538132941109478,0.271268985883801
0,13,22,Alemao,Shot,2462,110,28.0,22.75,0.1956491548204385
0,14,27,Alemao,Shot,2462,110,23.0,20.966461313249788,0.24730657745765003
1,10,43,Alemao,Shot,2462,224680,7.0,11.44344790699027,0.5790496767581794
0,17,33,Alemao,Shot,2450,391606,17.0,20.9934513598884,0.2967365571334337
0,10,31,Alemao,Shot,2462,4509,19.0,16.210259097250727,0.2989701177834974
0,27,34,Alemao,Shot,2450,143566,16.0,30.197392271519078,0.22698785233621196
0,12,67,Alemao,Shot,2450,15232,17.0,16.758952831248138,0.33206626567067177
0,29,51,Alemao,Shot,2450,143566,1.0,30.45693681248986,0.23913994080948214
0,55,62,Alemao,Shot,2462,136011,12.0,58.27437258349506,0.12433072844727348
0,22,44,Alemao,Shot,2462,20402,6.0,23.426907606425566,0.3058968913303828
1,12,68,Alemao,Shot,2462,4509,18.0,17.19447585708852,0.3158311044591509
0,17,35,Alemao,Shot,2450,143566,15.0,20.339247773700976,0.3155146519967378
0,27,48,Alemao,Shot,2450,14706,2.0,28.379790344539195,0.2562565405951368
0,6,33,Alemao,Shot,2462,136011,17.0,12.719768079646736,0.3012999905051857
0,23,40,Alemao,Shot,2450,258254,10.0,25.009448214624808,0.2811655264820829
0,26,68,Alemao,Shot,2450,14864,18.0,29.70151511286924,0.2260854287772388
0,14,60,Alemao,Shot,2462,136011,10.0,16.072958657322552,0.413920005768173
0,24,76,Alemao,Shot,2450,14706,26.0,30.34221481698394,0.20058691578537374
1,8,30,Alemao,Shot,2462,15254,20.0,15.477725931156682,0.2654567711126684
0,5,69,Alemao,Shot,2462,136011,19.0,13.419575254083117,0.22658931818991998
0,1,68,Alemao,Shot,2481,37948,18.0,11.747020898934332,0.0616088608837217
0,7,74,Alemao,Shot,2449,64995,24.0,17.24478181943744,0.18723337384070796
1,7,47,Alemao,Shot,2449,235606,3.0,7.604275113381945,0.8805236779631288
0,12,31,Alemao,Shot,2449,105378,19.0,17.64319982316133,0.30025973949935153
0,38,11,Alemao,Shot,2481,221411,39.0,47.27189968681183,0.13073888163090056
0,3,35,Alemao,Shot,2449,105378,15.0,10.24621881476284,0.24662882664554397
0,11,61,Alemao,Shot,2449,134387,11.0,13.583997938751317,0.458874034466134
0,22,34,Alemao,Shot,2481,16432,16.0,25.3331798240963,0.26286752707765737
0,28,49,Alemao,Shot,2481,16432,1.0,29.40718449630974,0.24758725636527962
0,22,31,Alemao,Shot,2449,105378,19.0,26.194131022043848,0.2462482602502879
0,9,27,Alemao,Shot,2449,105378,23.0,17.68629412850527,0.22705100397193015
0,17,53,Alemao,Shot,2481,65180,3.0,17.956196701974505,0.4000177485012383
0,17,58,Alemao,Shot,2481,337960,8.0,18.592000968158324,0.3746687972679463
0,20,38,Alemao,Shot,2481,16432,12.0,22.401785643113364,0.3049000780893932
0,18,32,Alemao,Shot,2449,208716,18.0,22.228360263411243,0.280229343638815
0,19,56,Alemao,Shot,2449,134387,6.0,20.327628981265867,0.3501973828101036
0,27,52,Alemao,Shot,2481,15777,2.0,28.379790344539195,0.2562565405951368
0,25,37,Alemao,Shot,2481,15777,13.0,27.57652987596518,0.25174827835085867
0,24,52,Alemao,Shot,2449,134387,2.0,25.233509466580347,0.28771963983932014
0,10,50,Alemao,Shot,2481,37948,0.0,10.5,0.6708031670148004
0,11,36,Alemao,Shot,2449,337732,14.0,14.704166076320002,0.39495477964297176
0,13,40,Alemao,Shot,2457,7904,10.0,15.11861435449691,0.4347254180747608
1,17,43,Alemao,Shot,2455,14760,7.0,18.420776313717074,0.38127381337400035
0,19,49,Alemao,Shot,2455,14760,1.0,19.960586163737776,0.3625178205706539
0,13,35,Alemao,Shot,2455,165431,15.0,16.77453427073312,0.3568783542073093
0,10,44,Alemao,Shot,2455,14705,6.0,11.200892821556682,0.6011698894359486
0,23,70,Alemao,Shot,2455,224801,20.0,27.426674971640292,0.23485320035665017
0,22,19,Alemao,Shot,2457,82518,31.0,30.653425583448254,0.18056959641671932
0,24,26,Ingles,Shot,1613,3523,24.0,29.637813684548327,0.2101048828111288
0,11,73,Alemao,Shot,2455,14705,23.0,18.891929493834134,0.24132760305939444
1,7,42,Alemao,Shot,2455,26115,8.0,9.003471552684553,0.6717464204924444
1,6,73,Alemao,Shot,2455,14705,23.0,16.223208683857827,0.1825584951951526
0,25,40,Alemao,Free kick shot,2457,208652,10.0,27.04279016669693,0.26151962090499054
0,25,47,Alemao,Shot,2457,82518,3.0,26.322328924318228,0.27559787233217653
0,12,36,Alemao,Shot,2455,14760,14.0,15.542522317822161,0.3841365349484985
0,11,58,Alemao,Shot,2455,224801,8.0,12.66658991204815,0.5218037806113346
0,15,59,Alemao,Shot,2457,32959,9.0,16.80133923233502,0.4050541670933145
1,8,69,Alemao,Shot,2457,134399,19.0,14.935946571945147,0.2852409034330836
0,7,43,Alemao,Shot,2455,14760,7.0,8.644362324659928,0.7201101384716242
0,24,33,Alemao,Shot,2457,337890,17.0,27.516222487834334,0.2431141328477867
0,7,64,Alemao,Shot,2457,15020,14.0,11.697542476947882,0.41103848550828037
0,21,57,Alemao,Shot,2445,224971,7.0,22.514550850505547,0.3160918009429641
0,5,54,Alemao,Shot,2482,15292,4.0,5.858540773947041,1.07215014489556
0,7,49,Alemao,Shot,2482,15292,1.0,7.378685519792803,0.9190449283339781
0,14,57,Alemao,Shot,2482,263614,7.0,15.388063555886426,0.4488778813145313
0,10,43,Alemao,Shot,2482,263614,7.0,11.44344790699027,0.5790496767581794
0,12,63,Alemao,Shot,2482,69411,13.0,15.17110740849197,0.40228502943306477
0,11,38,Alemao,Shot,2482,69411,12.0,13.93709080116794,0.43731158474742216
1,8,44,Alemao,Shot,2445,14731,6.0,9.26120942425988,0.7042514439477466
0,15,64,Alemao,Shot,2445,224971,14.0,18.189901044260797,0.3483365427834284
0,13,59,Alemao,Shot,2482,65207,9.0,14.85075755643462,0.4494261620364326
0,32,73,Alemao,Shot,2482,134392,23.0,36.775841254823796,0.1816495067132299
0,23,39,Alemao,Shot,2482,69411,11.0,25.18620654247082,0.2773522957093748
0,14,34,Alemao,Shot,2445,224971,16.0,18.006943105369107,0.33324589215754935
0,14,26,Alemao,Shot,2482,69411,24.0,21.4347848134755,0.23671253284616733
0,15,48,Alemao,Shot,2482,65207,2.0,15.803559725580817,0.45382332870968084
0,16,28,Alemao,Shot,2482,263614,22.0,22.061958208645034,0.2541880812518543
1,12,61,Alemao,Shot,2445,14731,11.0,14.487322043773307,0.4388737084624515
0,25,46,Alemao,Shot,2482,15292,4.0,26.378447641967107,0.2744626900813109
0,22,52,Alemao,Shot,2482,69411,2.0,23.136551169091735,0.31331845302661493
0,5,42,Alemao,Shot,2482,15200,8.0,7.3893504450661975,0.7505427715061921
0,16,30,Alemao,Shot,2482,263614,20.0,21.242410409367388,0.27381239958635345
0,23,67,Alemao,Shot,2482,69411,17.0,26.557955493599277,0.25013488256510324
0,24,60,Alemao,Shot,2482,65207,10.0,26.024795868555817,0.2710152135563174
0,25,49,Alemao,Shot,2444,70096,1.0,26.258046385822386,0.276906479649689
0,19,56,Alemao,Shot,2444,14817,6.0,20.327628981265867,0.3501973828101036
1,4,47,Alemao,Shot,2445,14845,3.0,4.63060471212994,1.3148001881795657
1,11,59,Alemao,Shot,2444,209091,9.0,12.947007376224052,0.5014474542557615
0,17,32,Alemao,Shot,2444,14817,18.0,21.342738812064397,0.2873574896602006
0,15,51,Alemao,Shot,2445,14845,1.0,15.763406992144814,0.4559455575313209
0,11,48,Alemao,Shot,2444,209091,2.0,11.622929923216434,0.6071775870131543
1,14,67,Alemao,Shot,2445,233910,17.0,18.390010875472587,0.31991607427082147
0,24,52,Alemao,Shot,2444,70096,2.0,25.233509466580347,0.28771963983932014
0,5,67,Alemao,Shot,2444,3416,17.0,12.23376475170256,0.2748761318721257
1,9,55,Alemao,counter_attack,2445,328131,5.0,9.993247720335965,0.6747302235506376
1,9,44,Alemao,Shot,2445,14845,6.0,10.223135526833241,0.6493495750213615
0,24,37,Alemao,Shot,2444,14726,13.0,26.578986060419986,0.26013285640998235
0,16,39,Alemao,Shot,2444,14817,11.0,18.25821732809641,0.36693370143647835
0,11,31,Alemao,Shot,2444,3345,19.0,16.909316958410827,0.3008128276935503
0,9,33,Alemao,Shot,2444,15085,17.0,14.53977303811858,0.3360930094197185
0,10,39,Alemao,Shot,2444,14817,11.0,12.703247616259395,0.4790511315471671
0,12,33,Alemao,Shot,2447,28907,17.0,16.758952831248138,0.33206626567067177
0,12,27,Alemao,Shot,2482,18982,23.0,19.55153446663458,0.24501763743033989
0,28,53,Alemao,Shot,2447,14789,3.0,29.46459740094882,0.24664752235410065
0,21,26,Alemao,Shot,2447,28907,24.0,27.01041465805366,0.2216711911373645
0,9,35,Alemao,Shot,2447,28907,15.0,13.578107379160027,0.3844644915514975
0,20,40,Alemao,Shot,2482,69411,10.0,21.982947936980608,0.3161889834941675
1,16,33,Alemao,Shot,2482,69411,17.0,20.108269443191773,0.304759894270646
0,6,27,Alemao,Shot,2482,15200,23.0,16.223208683857827,0.1825584951951526
0,3,34,Alemao,Shot,2482,15200,16.0,10.866577197995698,0.2167952219106215
0,13,65,Alemao,Shot,2447,14789,15.0,16.77453427073312,0.3568783542073093
0,26,32,Alemao,Shot,2482,135561,18.0,29.70151511286924,0.2260854287772388
0,28,45,Alemao,Shot,2447,15024,5.0,29.579088897395064,0.24478886796371135
0,4,63,Alemao,Shot,2482,15200,13.0,9.436233358708336,0.3860238918624772
0,11,65,Alemao,Shot,2482,49997,15.0,15.115058716392735,0.37455292140405577
1,4,43,Alemao,Shot,2447,15024,7.0,6.192132104533947,0.8891188201608188
0,21,37,Alemao,Shot,2447,3320,13.0,23.613661300188078,0.28832362510707366
1,10,54,Alemao,Shot,2482,15200,4.0,10.817116066678771,0.6382251862369708
0,12,27,Alemao,Shot,2447,28907,23.0,19.55153446663458,0.24501763743033989
1,6,56,Alemao,Shot,2482,82487,6.0,7.409453421137082,0.83798122500839
0,17,45,Alemao,Shot,2447,3320,5.0,18.14345612059621,0.39231452383640797
1,9,48,Alemao,Shot,2975,352988,2.0,9.538998899255622,0.7280729606989255
1,5,55,Alemao,Shot,2457,14762,5.0,6.174544517614234,0.999009718781405
1,12,30,Alemao,Shot,2975,406682,20.0,18.10414317221337,0.28538343785592213
0,14,63,Alemao,Shot,2457,32959,13.0,16.955603793436552,0.37409046709081273
0,7,28,Alemao,Shot,2975,279780,22.0,16.078323917622757,0.21606882460132645
0,13,49,Alemao,Shot,2975,279780,1.0,13.665467427058616,0.5228832076788991
1,17,53,Alemao,Shot,2975,279780,3.0,17.956196701974505,0.4000177485012383
0,11,72,Alemao,Shot,2975,282804,22.0,18.381852463775246,0.2548783522683089
0,5,43,Alemao,Shot,2457,275121,7.0,6.947301634447723,0.8339361238945006
0,4,39,Frances,Shot,3770,209028,11.0,8.292315719990405,0.5068860882826424
1,12,31,Alemao,Shot,2975,173214,19.0,17.64319982316133,0.30025973949935153
1,11,31,Alemao,Shot,2975,279780,19.0,16.909316958410827,0.3008128276935503
0,23,57,Alemao,Free kick shot,2457,15125,7.0,24.57488555415874,0.2908650574235321
0,17,63,Alemao,Shot,2457,15020,13.0,19.749050610092628,0.3339324098792254
1,6,51,Alemao,Shot,2457,7904,1.0,6.333442981506978,1.045705620550453
0,27,53,Alemao,Shot,2457,82518,3.0,28.41698435795044,0.25560420271061063
0,13,56,Alemao,Shot,2975,173214,6.0,14.196214284097012,0.4882107094937715
0,23,54,Alemao,Free kick shot,2975,173214,4.0,24.28955536851179,0.297495169973793
0,17,47,Alemao,Shot,2975,70975,3.0,17.956196701974505,0.4000177485012383
0,8,70,Alemao,Shot,2975,279780,20.0,15.477725931156682,0.2654567711126684
1,15,27,Alemao,Shot,2975,70975,23.0,21.715547425750056,0.24651390306125692
0,22,59,Alemao,Shot,2975,56274,9.0,23.829236244579892,0.2960190429979611
0,21,61,Alemao,Shot,2975,16110,11.0,23.180271784429102,0.2988423003378373
0,10,66,Alemao,Shot,2481,37948,16.0,14.778700890132395,0.35868342997638314
0,23,62,Alemao,Shot,2481,14997,12.0,25.378386473532945,0.27328991142302966
0,11,62,Alemao,Shot,2453,15487,12.0,13.93709080116794,0.43731158474742216
1,10,47,Alemao,Shot,2453,15430,3.0,10.679536506796538,0.6521383456057817
0,10,66,Ingles,Shot,1610,8625,16.0,14.778700890132395,0.35868342997638314
1,10,33,Alemao,Shot,2453,228765,17.0,15.243113199081087,0.33759032764216496
